Cidade,Categoria,Nome,Rating,Endereço,Tipos,Latitude,Longitude,Total_Reviews,id_unico,Grupo_Tematico,Locais_Semelhantes_Perto,Latitude_Nova,Longitude_Nova,Endereço_Limpo,shrinkage,Rating_Bayes,Nome_Local,Avg_Polarity,Rating_Bayes_norm,Popularity_norm,Sentiment_norm,IGATP
Oliveira de Azeméis,park,Parque César Guedes,3.9,"Oliveira de Azeméis, Portugal","park, point_of_interest, establishment",,,0,191f9a17,Recursos Naturais,,40.8390118,-8.4777807,"Oliveira de Azeméis, Portugal",,4.448690476190476,,0.3556162758333243,0.819656008874964,0.0,0.6548083743622379,0.4914881277457339
Oliveira de Azeméis,park,Parque Canino de Oliveira de Azeméis,3.0,"R. Comissão Patriótica 21 3720, Oliveira de Azeméis, Portugal","park, point_of_interest, establishment",,,0,880c449c,Recursos Naturais,,40.8341517,-8.4851551,"R. Comissão Patriótica 21 3720, Oliveira de Azeméis, Portugal",,4.448690476190476,,0.3556162758333243,0.819656008874964,0.0,0.6548083743622379,0.4914881277457339
Oliveira de Azeméis,park,Parque Inclusivo,4.0,"Oliveira de Azeméis, Portugal","park, point_of_interest, establishment",,,0,5cb0d6f6,Recursos Naturais,,40.8390118,-8.4777807,"Oliveira de Azeméis, Portugal",,4.448690476190476,,0.3556162758333243,0.819656008874964,0.0,0.6548083743622379,0.4914881277457339
Oliveira de Azeméis,park,Parque Urbano de Cavaleiros,4.2,"R. Visc. de Santiago de Riba Ul, 3720-501 Santiago de Riba-Ul, Portugal","park, tourist_attraction, point_of_interest, establishment",,,0,bb7c67fa,Recursos Naturais,,40.8513256,-8.4917975,"R. Visc. de Santiago de Riba Ul, 3720-501 Santiago de Riba-Ul, Portugal",,4.448690476190476,,0.3556162758333243,0.819656008874964,0.0,0.6548083743622379,0.4914881277457339
Oliveira de Azeméis,park,Skate Park Oliveira de Azeméis,3.7,"Av. Ferreira de Castro 3720, Oliveira de Azeméis, Portugal","point_of_interest, establishment",,,0,900f3554,Recursos Naturais,,40.8879994,-8.4293706,"Av. Ferreira de Castro 3720, Oliveira de Azeméis, Portugal",,4.448690476190476,,0.3556162758333243,0.819656008874964,0.0,0.6548083743622379,0.4914881277457339
Oliveira de Azeméis,park,Parque D. Beatriz Oliveira,4.4,"R. Capela 267, Portugal","park, point_of_interest, establishment",,,0,fd0b9957,Recursos Naturais,,38.7853726,-9.2812757,"R. Capela 267, Portugal",,4.448690476190476,,0.3556162758333243,0.819656008874964,0.0,0.6548083743622379,0.4914881277457339
Oliveira de Azeméis,park,Jardim da Casa Bento Carqueja,3.7,"Largo República 27, 3720, Oliveira de Azeméis, Portugal","park, point_of_interest, establishment",,,0,97a4e726,Recursos Naturais,,40.8389172,-8.4778879,"Largo República 27, 3720, Oliveira de Azeméis, Portugal",,4.448690476190476,,0.3556162758333243,0.819656008874964,0.0,0.6548083743622379,0.4914881277457339
Oliveira de Azeméis,park,Parque Urbano do Rio Ul,4.5,"Av. do Vale, São João da Madeira, Portugal","tourist_attraction, park, point_of_interest, establishment",,,0,5ac8c5e1,Recursos Naturais,,40.8985385,-8.4837776,"Av. do Vale, São João da Madeira, Portugal",,4.448690476190476,Parque Urbano do Rio Ul,0.4661666666666666,0.819656008874964,0.0,0.7394132653061224,0.5196897580603621
Oliveira de Azeméis,park,Parque Infantil,5.0,"R. Dr. Artur Correia Barbosa, Oliveira de Azeméis, Portugal","point_of_interest, establishment",,,0,271745a2,Recursos Naturais,,40.8374206,-8.4763185,"R. Dr. Artur Correia Barbosa, Oliveira de Azeméis, Portugal",,4.448690476190476,,0.3556162758333243,0.819656008874964,0.0,0.6548083743622379,0.4914881277457339
Oliveira de Azeméis,park,Escadas abaixo do Mário,5.0,"Rua Dr.Silva Lima 111, 3720 Oliveira de Azeméis, Portugal","campground, lodging, park, point_of_interest, establishment",,,0,1aac08b4,Recursos Naturais,,40.8553413,-8.4661887,"Rua Dr.Silva Lima 111, 3720 Oliveira de Azeméis, Portugal",,4.448690476190476,,0.3556162758333243,0.819656008874964,0.0,0.6548083743622379,0.4914881277457339
Oliveira de Azeméis,viewpoint,Cascata da Pedra Má,4.2,"Carregosa, Portugal","tourist_attraction, point_of_interest, establishment",,,0,3d01af6d,Recursos Naturais,,40.8832957,-8.4150805,"Carregosa, Portugal",,4.448690476190476,,0.3556162758333243,0.819656008874964,0.0,0.6548083743622379,0.4914881277457339
Oliveira de Azeméis,viewpoint,Miradouro das Sete Cidades,4.4,"3720, Pindelo, Portugal","point_of_interest, establishment",,,0,4a692e30,Recursos Naturais,,40.871781,-8.4431906,"3720, Pindelo, Portugal",,4.448690476190476,,0.3556162758333243,0.819656008874964,0.0,0.6548083743622379,0.4914881277457339
Oliveira de Azeméis,viewpoint,Cruzeiro do Santuário de Nossa Senhora de la Salette,5.0,"Oliveira de Azeméis, Portugal","point_of_interest, establishment",,,0,a914fd11,Recursos Naturais,,40.8390118,-8.4777807,"Oliveira de Azeméis, Portugal",,4.448690476190476,,0.3556162758333243,0.819656008874964,0.0,0.6548083743622379,0.4914881277457339
Oliveira de Azeméis,trail,Trilhos do Comandante,4.3,"3720-509 Santiago de Riba-Ul, Portugal","park, point_of_interest, establishment",,,0,e7f0fd29,Recursos Naturais,,40.862183,-8.4886605,"3720-509 Santiago de Riba-Ul, Portugal",,4.448690476190476,,0.3556162758333243,0.819656008874964,0.0,0.6548083743622379,0.4914881277457339
Oliveira de Azeméis,trail,Trilho Cais-Foz,5.0,"R. Dr. Pedro Chaves, Ovar, Portugal","park, point_of_interest, establishment",,,0,bb6d4a10,Recursos Naturais,,40.8487034,-8.637466,"R. Dr. Pedro Chaves, Ovar, Portugal",,4.448690476190476,,0.3556162758333243,0.819656008874964,0.0,0.6548083743622379,0.4914881277457339
Oliveira de Azeméis,trail,Eirô,4.6,"Aveiro, Portugal","park, point_of_interest, establishment",,,0,5ef70803,Recursos Naturais,,40.640496,-8.6537841,"Aveiro, Portugal",,4.448690476190476,,0.3556162758333243,0.819656008874964,0.0,0.6548083743622379,0.4914881277457339
Oliveira de Azeméis,trail,Percurso Urbano do Caster,4.6,"R. António de Castro Corte Real 10, 4520-181 Santa Maria da Feira, Portugal","park, point_of_interest, establishment",,,0,d53de393,Recursos Naturais,,40.92361,-8.5443356,"R. António de Castro Corte Real 10, 4520-181 Santa Maria da Feira, Portugal",,4.448690476190476,,0.3556162758333243,0.819656008874964,0.0,0.6548083743622379,0.4914881277457339
Oliveira de Azeméis,trail,Trilho das Termas,4.4,"Caldas de São Jorge, Portugal","park, point_of_interest, establishment",,,0,6719faa0,Recursos Naturais,,40.9624333,-8.502089,"Caldas de São Jorge, Portugal",,4.448690476190476,,0.3556162758333243,0.819656008874964,0.0,0.6548083743622379,0.4914881277457339
Oliveira de Azeméis,trail,Poldras do Alfusqueiro,5.0,"Cambra, Portugal","park, point_of_interest, establishment",,,0,1aa3abc9,Recursos Naturais,,40.6751609,-8.1598672,"Cambra, Portugal",,4.448690476190476,,0.3556162758333243,0.819656008874964,0.0,0.6548083743622379,0.4914881277457339
Oliveira de Azeméis,lodging,A Fonte - Alojamento,5.0,"R. Manuel Ferreira da Silva 4, 3860-373 Estarreja, Portugal","lodging, point_of_interest, establishment",,,0,8c6a25d9,Alojamento,,40.7779418,-8.567111,"R. Manuel Ferreira da Silva 4, 3860-373 Estarreja, Portugal",,4.448690476190476,,0.3556162758333243,0.819656008874964,0.0,0.6548083743622379,0.4914881277457339
Oliveira de Azeméis,lodging,Casa da Avó Clara Casas dos Avós,4.5,"Trebilhadouro, 3730-704 Vale de Cambra, Portugal","lodging, point_of_interest, establishment",,,0,2ca7acc8,Alojamento,,40.8679232,-8.3413104,"Trebilhadouro, 3730-704 Vale de Cambra, Portugal",,4.448690476190476,,0.3556162758333243,0.819656008874964,0.0,0.6548083743622379,0.4914881277457339
Oliveira de Azeméis,lodging,Quinta do Candeeira,4.9,"R. Aldeia 13, 4520-524 Sanfins, Portugal","lodging, point_of_interest, establishment",,,0,f2992a77,Alojamento,,40.9268827,-8.5184577,"R. Aldeia 13, 4520-524 Sanfins, Portugal",,4.448690476190476,,0.3556162758333243,0.819656008874964,0.0,0.6548083743622379,0.4914881277457339
Oliveira de Azeméis,lodging,PATE'O Hostel & Suites,4.6,"R. Alexandre Herculano 6, 3880-146 Ovar, Portugal","lodging, point_of_interest, establishment",,,0,b0ab90e2,Alojamento,,40.8598388,-8.6245839,"R. Alexandre Herculano 6, 3880-146 Ovar, Portugal",,4.448690476190476,PATE'O Hostel & Suites,0.33196386946386947,0.819656008874964,0.0,0.636707042957043,0.48545435061066894
Oliveira de Azeméis,lodging,Pousada Praia do Ribeiro,5.0,"Rua do Brasil, 4520-192 Santa Maria da Feira, Portugal","lodging, point_of_interest, establishment",,,0,30674c86,Alojamento,,40.9255826,-8.5554208,"Rua do Brasil, 4520-192 Santa Maria da Feira, Portugal",,4.448690476190476,Pousada Praia do Ribeiro,0.15,0.819656008874964,0.0,0.4974489795918367,0.4390349961556002
Oliveira de Azeméis,lodging,Furabeach Alojamentos,4.3,"Av. dos Bombeiros Voluntários do Porto 1, 3880-252 Ovar, Portugal","lodging, point_of_interest, establishment",,,0,38bd2207,Alojamento,,40.8737431,-8.6767855,"Av. dos Bombeiros Voluntários do Porto 1, 3880-252 Ovar, Portugal",,4.448690476190476,,0.3556162758333243,0.819656008874964,0.0,0.6548083743622379,0.4914881277457339
Oliveira de Azeméis,lodging,Casa Do Moinho - Ovar Portugal,4.5,"São João, Portugal","lodging, point_of_interest, establishment",,,0,bc2a0ea0,Alojamento,,38.7285713,-9.1198805,"São João, Portugal",,4.448690476190476,Casa Do Moinho - Ovar Portugal,0.41198611111111116,0.819656008874964,0.0,0.6979485544217687,0.5058681877655775
Oliveira de Azeméis,lodging,Casa do Caminho,4.8,Portugal,"lodging, point_of_interest, establishment",,,0,84bb884b,Alojamento,,39.6621648,-8.1353519,Portugal,,4.448690476190476,,0.3556162758333243,0.819656008874964,0.0,0.6548083743622379,0.4914881277457339
Paredes,restaurant,O Brouas,4.7,"R. da Cepeda 614, 4580-073 Paredes, Portugal","restaurant, food, point_of_interest, establishment",,,0,e6100ee6,Serviços,,41.2090924,-8.3193414,"R. da Cepeda 614, 4580-073 Paredes, Portugal",,4.448690476190476,O Brouas,0.29998148148148146,0.819656008874964,0.0,0.6122307256235827,0.4772955781661822
Paredes,restaurant,Restaurante O Carioca - Presuntaria Transmontana,4.7,"Alameda Dr. José Cabral 62, 4580-127 Paredes, Portugal","restaurant, food, point_of_interest, establishment",,,0,b0b9c16a,Serviços,,41.2039682,-8.3287166,"Alameda Dr. José Cabral 62, 4580-127 Paredes, Portugal",,4.448690476190476,Restaurante O Carioca - Presuntaria Transmontana,0.4852777777777778,0.819656008874964,0.0,0.7540391156462585,0.5245650415070742
Paredes,restaurant,Conversas & Travessas Restaurante Wine Bar Tapas,4.4,"Largo da Feira 71, 4580-094 Paredes, Portugal","restaurant, food, point_of_interest, establishment",,,0,ddb5bf36,Serviços,,41.6312901,-8.3872484,"Largo da Feira 71, 4580-094 Paredes, Portugal",,4.448690476190476,Conversas & Travessas Restaurante Wine Bar Tapas,0.40809523809523807,0.819656008874964,0.0,0.6949708454810495,0.5048756181186711
Paredes,restaurant,Sabores do Parque,4.7,"R. Conde Ferreira 122, 4580-407 Paredes, Portugal","restaurant, food, point_of_interest, establishment",,,0,cd8e9dbe,Serviços,,41.2075617,-8.3234561,"R. Conde Ferreira 122, 4580-407 Paredes, Portugal",,4.448690476190476,Sabores do Parque,0.42443253968253963,0.819656008874964,0.0,0.7074738824101068,0.5090432970950236
Paredes,restaurant,Restaurante Travessa de Sabores,4.5,"Tv. da Igreja Velha 18, 4580-131 Paredes, Portugal","restaurant, food, point_of_interest, establishment",,,0,36df5d8d,Serviços,,41.2053281,-8.3269849,"Tv. da Igreja Velha 18, 4580-131 Paredes, Portugal",,4.448690476190476,Restaurante Travessa de Sabores,0.48582659932659933,0.819656008874964,0.0,0.7544591321377035,0.5247050470042225
Paredes,restaurant,Adega da Fonte Restaurant,4.3,"Av. Dr. Francisco Sá Carneiro, 4580-104 Paredes, Portugal","restaurant, food, point_of_interest, establishment",,,0,ec272295,Serviços,,41.2060152,-8.422013,"Av. Dr. Francisco Sá Carneiro, 4580-104 Paredes, Portugal",,4.448690476190476,Adega da Fonte Restaurant,0.28041666666666665,0.819656008874964,0.0,0.5972576530612245,0.47230455397872945
Paredes,restaurant,Temos Pena,4.5,"Tv. do Casal 40, 4580-250 Madalena, Portugal","restaurant, food, point_of_interest, establishment",,,0,b27e211b,Serviços,,41.2150993,-8.3415363,"Tv. do Casal 40, 4580-250 Madalena, Portugal",,4.448690476190476,Temos Pena,0.2826089466089466,0.819656008874964,0.0,0.5989354183231734,0.47286380906604575
Paredes,restaurant,Comer e Amar,4.6,"R. Vitorino Leão Ramos 67, 4580-219 Paredes, Portugal","restaurant, food, point_of_interest, establishment",,,0,bad0d433,Serviços,,41.2069658,-8.3358217,"R. Vitorino Leão Ramos 67, 4580-219 Paredes, Portugal",,4.448690476190476,Comer e Amar,0.49445833333333333,0.819656008874964,0.0,0.7610650510204081,0.526907019965124
Paredes,restaurant,Raj Darbar Indian Restaurant,4.9,"R. António Araújo 57, 4580-045 Paredes, Portugal","restaurant, food, point_of_interest, establishment",,,0,b6cae36f,Serviços,,41.2018164,-8.3338533,"R. António Araújo 57, 4580-045 Paredes, Portugal",,4.448690476190476,Raj Darbar Indian Restaurant,0.5236666666666666,0.819656008874964,0.0,0.7834183673469387,0.5343581254073009
Paredes,restaurant,Restaurante Oak Paredes,4.7,"Rua Dr. José Leite Vasconcelos, 4580-259 Madalena, Portugal","restaurant, food, point_of_interest, establishment",,,0,dee181a3,Serviços,,41.2066809,-8.3415404,"Rua Dr. José Leite Vasconcelos, 4580-259 Madalena, Portugal",,4.448690476190476,Restaurante Oak Paredes,0.5355809523809525,0.819656008874964,0.0,0.7925364431486881,0.537397484007884
Paredes,restaurant,Casa do Baixinho Restaurante,4.4,"R. do Baixinho 579, 4580-184 Paredes, Portugal","restaurant, food, point_of_interest, establishment",,,0,f62f661d,Serviços,,41.216499,-8.3237921,"R. do Baixinho 579, 4580-184 Paredes, Portugal",,4.448690476190476,Casa do Baixinho Restaurante,0.43660714285714286,0.819656008874964,0.0,0.7167911807580174,0.5121490632109937
Paredes,restaurant,KODA,4.8,"Av. Granja da Fonseca 50, 4580-140 Paredes, Portugal","restaurant, food, point_of_interest, establishment",,,0,9c36bbf8,Serviços,,41.2088046,-8.3241513,"Av. Granja da Fonseca 50, 4580-140 Paredes, Portugal",,4.448690476190476,KODA,0.5978571428571428,0.819656008874964,0.0,0.8401967930029153,0.5532842672926264
Paredes,restaurant,Casa de Pasto - Bacalhau na Brasa,5.0,"R. Gago Coutinho 18, 4580-106 Paredes, Portugal","restaurant, food, point_of_interest, establishment",,,0,1704438a,Serviços,,41.2032895,-8.3234186,"R. Gago Coutinho 18, 4580-106 Paredes, Portugal",,4.448690476190476,,0.3556162758333243,0.819656008874964,0.0,0.6548083743622379,0.4914881277457339
Paredes,restaurant,Restaurante Tasca do Barbas,4.6,"R. Dom Afonso Henriques 57, 4580-035 Paredes, Portugal","restaurant, food, point_of_interest, establishment",,,0,9215ec85,Serviços,,41.2036073,-8.3270899,"R. Dom Afonso Henriques 57, 4580-035 Paredes, Portugal",,4.448690476190476,Restaurante Tasca do Barbas,0.5611111111111111,0.819656008874964,0.0,0.8120748299319728,0.5439102796023122
Paredes,restaurant,Restaurante O Patrãozinho,4.1,"Av. da Republica 195, 4580-111 Paredes, Portugal","restaurant, food, point_of_interest, establishment",,,0,58b43a35,Serviços,,41.2043568,-8.3263337,"Av. da Republica 195, 4580-111 Paredes, Portugal",,4.448690476190476,Restaurante O Patrãozinho,0.22838484848484847,0.819656008874964,0.0,0.5574373840445268,0.45903113097316356
Paredes,restaurant,A Gruta,4.3,"Av. da Republica 112, 4580-193 Paredes, Portugal","restaurant, food, point_of_interest, establishment",,,0,867e24db,Serviços,,41.205026,-8.3273665,"Av. da Republica 112, 4580-193 Paredes, Portugal",,4.448690476190476,A Gruta,0.4182301587301587,0.819656008874964,0.0,0.7027271622934887,0.5074610570561509
Paredes,restaurant,Adega Pacheco - Prato do dia,4.3,"Tv. de São José 14, 4580-113 Paredes, Portugal","restaurant, food, point_of_interest, establishment",,,0,ae3ed69d,Serviços,,41.2050994,-8.3242735,"Tv. de São José 14, 4580-113 Paredes, Portugal",,4.448690476190476,Adega Pacheco - Prato do dia,0.39916666666666667,0.819656008874964,0.0,0.6881377551020408,0.5025979213256682
Paredes,restaurant,Churrasqueira AvenidaParedes,4.5,"Av. da Republica 206, 4580-113 Paredes, Portugal","restaurant, food, point_of_interest, establishment",,,0,0c37b237,Serviços,,41.2043568,-8.3263337,"Av. da Republica 206, 4580-113 Paredes, Portugal",,4.448690476190476,Churrasqueira AvenidaParedes,0.3655333333333333,0.819656008874964,0.0,0.6623979591836735,0.4940179893528791
Paredes,restaurant,Steakhouse Churrasqueira Nacional Paredes - Mouriz,4.6,"R. Central de Mouriz 550, 4580-596 Mouriz, Portugal","restaurant, food, point_of_interest, establishment",,,0,f6e714a7,Serviços,,41.197857,-8.352556,"R. Central de Mouriz 550, 4580-596 Mouriz, Portugal",,4.448690476190476,,0.3556162758333243,0.819656008874964,0.0,0.6548083743622379,0.4914881277457339
Paredes,restaurant,Taberna Animar,4.4,"R. Dom Gabriel de Sousa 415, 4580-105 Paredes, Portugal","restaurant, food, point_of_interest, establishment",,,0,2cf86baf,Serviços,,41.1969152,-8.3336546,"R. Dom Gabriel de Sousa 415, 4580-105 Paredes, Portugal",,4.448690476190476,Taberna Animar,0.3465,0.819656008874964,0.0,0.6478316326530611,0.4891625471760083
Paredes,restaurant,Taberna dos vícios,4.7,"R. Dr. José Firmino 10, 4580-129 Paredes, Portugal","bar, restaurant, food, point_of_interest, establishment",,,0,9027eda1,Serviços,,41.2070961,-8.3318641,"R. Dr. José Firmino 10, 4580-129 Paredes, Portugal",,4.448690476190476,Taberna dos vícios,0.28084920634920635,0.819656008874964,0.0,0.5975886783284742,0.47241489573447937
Paredes,restaurant,Churrasqueira Central de Paredes,4.1,"Rua Dr. José Leite Vasconcelos 2D, 4580-131 Paredes, Portugal","restaurant, food, point_of_interest, establishment",,,0,7cf17eac,Serviços,,41.1997111,-8.3464112,"Rua Dr. José Leite Vasconcelos 2D, 4580-131 Paredes, Portugal",,4.448690476190476,,0.3556162758333243,0.819656008874964,0.0,0.6548083743622379,0.4914881277457339
Paredes,restaurant,Preguinho on Wheels Paredes,4.6,"Av. da Republica 163, 4580-193 Paredes, Portugal","restaurant, food, point_of_interest, establishment",,,0,9bf93472,Serviços,,41.205026,-8.3273665,"Av. da Republica 163, 4580-193 Paredes, Portugal",,4.448690476190476,,0.3556162758333243,0.819656008874964,0.0,0.6548083743622379,0.4914881277457339
Paredes,restaurant,Neto Paredes,4.3,"Rua Dr. António Mendes Moreira 45, 4580-044 Paredes, Portugal","restaurant, food, point_of_interest, establishment",,,0,62152350,Serviços,,41.2096724,-8.3308745,"Rua Dr. António Mendes Moreira 45, 4580-044 Paredes, Portugal",,4.448690476190476,Neto Paredes,0.35146794871794873,0.819656008874964,0.0,0.6516336342229199,0.4904298810326279
Paredes,restaurant,Taberna do Careca,4.4,"R. do Engenho Velho, 4580-319 Cete, Portugal","restaurant, food, point_of_interest, establishment",,,0,fbee3c24,Serviços,,41.1714773,-8.3568547,"R. do Engenho Velho, 4580-319 Cete, Portugal",,4.448690476190476,Taberna do Careca,0.5334920634920635,0.819656008874964,0.0,0.7909378036929057,0.5368646041892898
Paredes,restaurant,Art Caseira,4.4,"R. 1º de Dezembro, 4580-007 Paredes, Portugal","restaurant, food, point_of_interest, establishment",,,0,a16953ba,Serviços,,41.1864913,-8.394011,"R. 1º de Dezembro, 4580-007 Paredes, Portugal",,4.448690476190476,Art Caseira,0.13083333333333333,0.819656008874964,0.0,0.48278061224489793,0.4341455403732873
Paredes,museum,Paredes Municipal Library/Museum,4.3,"4580-021 Paredes, Portugal","library, point_of_interest, establishment",,,0,629bc1f4,Turismo Cultural,,41.2071309,-8.3340783,"4580-021 Paredes, Portugal",,4.448690476190476,Paredes Municipal Library/Museum,0.17142857142857143,0.819656008874964,0.0,0.5138483965014577,0.4445014684588072
Paredes,museum,Municipal Museum of Penafiel,4.5,"R. do Paço, 4560-485 Penafiel, Portugal","museum, tourist_attraction, point_of_interest, establishment",,,0,62e0a1dc,Turismo Cultural,,41.107264,-8.2631636,"R. do Paço, 4560-485 Penafiel, Portugal",,4.448690476190476,Municipal Museum of Penafiel,0.44466666666666665,0.819656008874964,0.0,0.7229591836734693,0.5142050641828111
Paredes,museum,Casa da Cultura de Paredes - Palacete da Granja,4.5,"Av. da Republica 207, 4580-193 Paredes, Portugal","point_of_interest, establishment",,,0,1d4c86b4,Turismo Cultural,,41.205026,-8.3273665,"Av. da Republica 207, 4580-193 Paredes, Portugal",,4.448690476190476,Casa da Cultura de Paredes - Palacete da Granja,0.4022222222222222,0.819656008874964,0.0,0.6904761904761905,0.5033773997837181
Paredes,museum,Centro de Documentação da Bugiada e Mouriscada,4.7,"R. de Campelo 340, 4440-452 Sobrado, Portugal","museum, tourist_attraction, point_of_interest, establishment",,,0,330b93de,Turismo Cultural,,41.2158177,-8.4675285,"R. de Campelo 340, 4440-452 Sobrado, Portugal",,4.448690476190476,Centro de Documentação da Bugiada e Mouriscada,0.5875,0.819656008874964,0.0,0.8322704081632653,0.5506421390127431
Paredes,museum,Mamoa de Brandião,3.1,"Aguiar de Sousa, Portugal","museum, point_of_interest, establishment",,,0,1286cc91,Turismo Cultural,,41.1271547,-8.4477733,"Aguiar de Sousa, Portugal",,4.448690476190476,Mamoa de Brandião,0.0024999999999999966,0.819656008874964,0.0,0.38456632653061223,0.40140744513519205
Paredes,museum,Aliança Underground Museum,4.6,"R. Comércio 444, 3781-908 Sangalhos, Portugal","museum, liquor_store, store, food, point_of_interest, establishment",,,0,65580f2c,Turismo Cultural,,40.4827754,-8.4673416,"R. Comércio 444, 3781-908 Sangalhos, Portugal",,4.448690476190476,Aliança Underground Museum,0.26016666666666666,0.819656008874964,0.0,0.5817602040816326,0.4671387376521988
Paredes,museum,Museu Da Lousa,4.4,"Tv. de São Domingos 200, 4440-191 Campo, Portugal","museum, tourist_attraction, point_of_interest, establishment",,,0,f283d64b,Turismo Cultural,,41.1811011,-8.47758,"Tv. de São Domingos 200, 4440-191 Campo, Portugal",,4.448690476190476,Museu Da Lousa,0.31222222222222223,0.819656008874964,0.0,0.6215986394557823,0.4804182161102487
Paredes,museum,CIMOCB - Centro de Interpretação das Minas de Ouro de Castromil e Banjas,4.6,"R. de Castromil 507 4585, Sobreira, Portugal","museum, point_of_interest, establishment",,,0,c6f53321,Turismo Cultural,,41.1570967,-8.3882415,"R. de Castromil 507 4585, Sobreira, Portugal",,4.448690476190476,CIMOCB - Centro de Interpretação das Minas de Ouro de Castromil e Banjas,0.2625,0.819656008874964,0.0,0.5835459183673469,0.4677339757474369
Paredes,museum,Núcleo Museológico da Misericórdia de Aveiro,4.4,"R. de Coimbra 23, 3810-156 Aveiro, Portugal","museum, tourist_attraction, point_of_interest, establishment",,,0,ed7d84b3,Turismo Cultural,,40.6406785,-8.6536352,"R. de Coimbra 23, 3810-156 Aveiro, Portugal",,4.448690476190476,Núcleo Museológico da Misericórdia de Aveiro,0.47630952380952374,0.819656008874964,0.0,0.7471756559766762,0.5222772216172133
Paredes,museum,Centro de Interpretação do Românico,4.6,"Praça das Pocinhas 107, 4620-657 Lousada, Portugal","museum, tourist_attraction, point_of_interest, establishment",,,0,09773bda,Turismo Cultural,,41.2787735,-8.2834529,"Praça das Pocinhas 107, 4620-657 Lousada, Portugal",,4.448690476190476,,0.3556162758333243,0.819656008874964,0.0,0.6548083743622379,0.4914881277457339
Paredes,museum,Aveiro Museum,4.6,"Av. Santa Joana, 3810-164 Aveiro, Portugal","museum, tourist_attraction, point_of_interest, establishment",,,0,56f4e2b0,Turismo Cultural,,40.6383755,-8.6518337,"Av. Santa Joana, 3810-164 Aveiro, Portugal",,4.448690476190476,,0.3556162758333243,0.819656008874964,0.0,0.6548083743622379,0.4914881277457339
Paredes,museum,Museu do Papel,4.6,"R. Rio Maior 338, Portugal","museum, tourist_attraction, point_of_interest, establishment",,,0,1ec02e98,Turismo Cultural,,40.9814202,-8.5850338,"R. Rio Maior 338, Portugal",,4.448690476190476,Museu do Papel,0.5132222222222222,0.819656008874964,0.0,0.7754251700680272,0.5316937263143304
Paredes,museum,MMIPO - Museu da Misericórdia do Porto,4.2,"R. das Flores 15, 4050-265 Porto, Portugal","tourist_attraction, museum, point_of_interest, establishment",,,0,0061fa0a,Turismo Cultural,,41.143705,-8.6147037,"R. das Flores 15, 4050-265 Porto, Portugal",,4.448690476190476,MMIPO - Museu da Misericórdia do Porto,0.24915079365079365,0.819656008874964,0.0,0.5733296890184645,0.46432856596447614
Paredes,museum,Museu de Alberto Sampaio,4.5,"R. Alfredo Guimarães, 4800-407 Guimarães, Portugal","museum, tourist_attraction, point_of_interest, establishment",,,0,41c0b33f,Turismo Cultural,,41.4425332,-8.2923185,"R. Alfredo Guimarães, 4800-407 Guimarães, Portugal",,4.448690476190476,,0.3556162758333243,0.819656008874964,0.0,0.6548083743622379,0.4914881277457339
Paredes,museum,Atkinson Museum,4.7,"Rua do Choupelo 132, 4400-088 Vila Nova de Gaia, Portugal","museum, point_of_interest, establishment",,,0,cb28b57f,Turismo Cultural,,41.1328084,-8.6135564,"Rua do Choupelo 132, 4400-088 Vila Nova de Gaia, Portugal",,4.448690476190476,Atkinson Museum,0.4202792207792207,0.819656008874964,0.0,0.7042953220249137,0.5079837769666259
Paredes,hotel,Paredes Hotel Apartamento,3.9,"Rua Almeida Garrett 38, 4580-038 Paredes, Portugal","lodging, point_of_interest, establishment",,,0,e92f1b9b,Alojamento,,41.2054236,-8.3414225,"Rua Almeida Garrett 38, 4580-038 Paredes, Portugal",,4.448690476190476,Paredes Hotel Apartamento,0.40387500000000004,0.819656008874964,0.0,0.6917410714285714,0.5037990267678452
Paredes,hotel,Dom Hotel,4.0,"Calçada Sobreiro 114, Portugal","lodging, point_of_interest, establishment",,,0,3bf42cda,Alojamento,,41.9249257,-8.6213997,"Calçada Sobreiro 114, Portugal",,4.448690476190476,Dom Hotel,0.3804444444444444,0.819656008874964,0.0,0.6738095238095237,0.49782184422816256
Paredes,hotel,MEU HOTEL Porto Gandra,4.5,"R. Central da Gandra 1460, 4585-116 Gandra, Portugal","lodging, point_of_interest, establishment",,,0,db021acc,Alojamento,,40.8530396,-8.3904224,"R. Central da Gandra 1460, 4585-116 Gandra, Portugal",,4.448690476190476,MEU HOTEL Porto Gandra,0.4331944444444444,0.819656008874964,0.0,0.7141794217687074,0.5112784768812237
Paredes,hotel,Chalé Confort Hotel,4.3,"R. Central de Vandoma 554, 4585-766 Vandoma, Portugal","lodging, point_of_interest, establishment",,,0,eb27d036,Alojamento,,41.190389,-8.396907,"R. Central de Vandoma 554, 4585-766 Vandoma, Portugal",,4.448690476190476,Chalé Confort Hotel,0.2874394319131161,0.819656008874964,0.0,0.6026322183008541,0.4740960757252727
Paredes,hotel,Estrebuela House,4.0,"Av. da Republica 95, 4580-193 Paredes, Portugal","lodging, point_of_interest, establishment",,,0,f3c6fb4f,Alojamento,,41.2061351,-8.3287487,"Av. da Republica 95, 4580-193 Paredes, Portugal",,4.448690476190476,Estrebuela House,0.21739444444444445,0.819656008874964,0.0,0.5490263605442176,0.4562274564730605
